formula egzaminu;rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;rok;wartosc
formuła 2015;pisemny;podstawowy;język polski;kobiety;2015;67,3
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2015;77,4
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2015;83,5
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2015;77,4
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2015;52,7
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2015;75,8
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2015;71,9
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2015;82,1
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2015;68,7
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2015;83,9
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2015;78,2
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2015;62,9
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2015;67,8
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2015;73,0
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2015;78,3
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2015;58,0
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2015;78,2
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2015;70,7
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2015;83,8
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2015;64,3
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2015;83,7
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2015;79,1
formuła 2015;pisemny;podstawowy;język polski;ogółem;2015;65,7
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2015;74,0
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2015;77,9
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2015;77,8
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2015;54,7
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2015;76,7
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2015;71,5
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2015;82,5
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2015;67,5
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2015;83,9
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2015;78,4
formuła 2015;pisemny;rozszerzony;język polski;kobiety;2015;61,0
formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;2015;100,0
formuła 2015;pisemny;rozszerzony;język litewski;kobiety;2015;77,7
formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;2015;97,2
formuła 2015;pisemny;rozszerzony;matematyka;kobiety;2015;40,2
formuła 2015;pisemny;rozszerzony;język angielski;kobiety;2015;62,1
formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;2015;61,7
formuła 2015;pisemny;rozszerzony;język francuski;kobiety;2015;58,6
formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;2015;65,6
formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;2015;59,0
formuła 2015;pisemny;rozszerzony;język włoski;kobiety;2015;68,8
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2015;24,7
formuła 2015;pisemny;rozszerzony;geografia;kobiety;2015;40,8
formuła 2015;pisemny;rozszerzony;biologia;kobiety;2015;41,9
formuła 2015;pisemny;rozszerzony;chemia;kobiety;2015;50,7
formuła 2015;pisemny;rozszerzony;historia;kobiety;2015;48,3
formuła 2015;pisemny;rozszerzony;fizyka;kobiety;2015;39,3
formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;2015;63,8
formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;2015;45,3
formuła 2015;pisemny;rozszerzony;filozofia;kobiety;2015;64,2
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2015;52,5
formuła 2015;pisemny;rozszerzony;informatyka;kobiety;2015;43,3
formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;2015;64,9
formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;2015;95,0
formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;2015;60,1
formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;2015;100,0
formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;2015;71,8
formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;2015;98,3
formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;2015;42,3
formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;2015;64,9
formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;2015;65,3
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2015;58,7
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2015;65,8
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2015;56,3
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2015;71,5
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2015;29,7
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2015;42,3
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2015;46,5
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2015;54,5
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2015;51,7
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2015;45,7
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2015;54,0
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2015;43,6
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2015;59,3
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2015;62,4
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2015;46,7
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2015;59,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2015;60,8
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2015;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2015;75,3
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2015;97,7
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2015;41,3
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2015;63,2
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2015;62,7
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2015;58,6
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2015;65,7
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2015;58,5
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2015;69,5
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2015;26,5
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2015;41,5
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2015;43,0
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2015;51,7
formuła 2015;pisemny;rozszerzony;historia;ogółem;2015;49,8
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2015;43,8
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2015;59,8
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2015;45,0
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2015;61,9
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2015;56,1
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2015;46,3
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2015;64,3
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2015;95,0
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2015;67,1
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2015;71,7
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2015;68,7
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2015;80,5
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2015;68,2
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2015;79,3
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2015;77,0
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2015;64,0
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2015;73,5
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2015;67,2
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2015;80,5
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2015;63,6
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2015;78,7
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2015;81,3
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2015;66,0
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2015;72,4
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2015;68,3
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2015;80,5
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2015;66,9
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2015;79,1
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2015;78,2
formuła 2015;pisemny;podstawowy;język polski;kobiety;2016;62,0
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2016;73,5
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2016;83,8
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2016;78,4
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2016;55,6
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2016;70,6
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2016;73,0
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2016;78,6
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2016;64,9
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2016;81,8
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2016;80,1
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2016;55,5
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2016;64,0
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2016;81,1
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2016;70,9
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2016;56,7
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2016;72,4
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2016;67,9
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2016;79,3
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2016;58,7
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2016;82,1
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2016;83,6
formuła 2015;pisemny;podstawowy;język polski;ogółem;2016;59,1
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2016;69,6
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2016;83,0
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2016;75,5
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2016;56,1
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2016;71,4
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2016;71,1
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2016;78,8
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2016;62,8
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2016;81,9
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2016;80,9
formuła 2015;pisemny;rozszerzony;język polski;kobiety;2016;61,3
formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;2016;100,0
formuła 2015;pisemny;rozszerzony;język litewski;kobiety;2016;79,9
formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;2016;90,4
formuła 2015;pisemny;rozszerzony;matematyka;kobiety;2016;32,8
formuła 2015;pisemny;rozszerzony;język angielski;kobiety;2016;55,0
formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;2016;53,8
formuła 2015;pisemny;rozszerzony;język francuski;kobiety;2016;65,3
formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;2016;57,2
formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;2016;58,2
formuła 2015;pisemny;rozszerzony;język włoski;kobiety;2016;65,9
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2016;25,5
formuła 2015;pisemny;rozszerzony;geografia;kobiety;2016;37,9
formuła 2015;pisemny;rozszerzony;biologia;kobiety;2016;36,1
formuła 2015;pisemny;rozszerzony;chemia;kobiety;2016;37,4
formuła 2015;pisemny;rozszerzony;historia;kobiety;2016;41,7
formuła 2015;pisemny;rozszerzony;fizyka;kobiety;2016;41,9
formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;2016;53,6
formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;2016;45,9
formuła 2015;pisemny;rozszerzony;filozofia;kobiety;2016;53,7
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2016;50,2
formuła 2015;pisemny;rozszerzony;informatyka;kobiety;2016;42,8
formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;2016;64,0
formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;2016;95,0
formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;2016;58,6
formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;2016;100,0
formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;2016;78,3
formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;2016;75,8
formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;2016;29,1
formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;2016;55,2
formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;2016;53,4
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2016;63,7
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2016;56,6
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2016;59,0
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2016;71,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2016;28,9
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2016;39,9
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2016;36,8
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2016;42,1
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2016;42,2
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2016;40,7
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2016;45,7
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2016;40,4
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2016;44,3
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2016;45,9
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2016;38,5
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2016;43,8
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2016;60,7
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2016;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2016;79,4
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2016;86,9
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2016;30,5
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2016;55,1
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2016;53,7
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2016;65,0
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2016;57,0
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2016;58,4
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2016;67,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2016;26,9
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2016;38,8
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2016;36,3
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2016;38,7
formuła 2015;pisemny;rozszerzony;historia;ogółem;2016;42,0
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2016;41,0
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2016;49,9
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2016;44,8
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2016;48,6
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2016;48,4
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2016;38,9
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2016;55,9
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2016;47,5
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2016;65,2
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2016;68,2
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2016;65,4
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2016;79,9
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2016;66,0
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2016;78,9
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2016;79,4
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2016;60,6
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2016;68,4
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2016;60,5
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2016;80,3
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2016;59,9
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2016;80,2
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2016;79,1
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2016;63,2
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2016;68,3
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2016;63,6
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2016;80,0
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2016;63,9
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2016;79,2
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2016;79,3
formuła 2015;pisemny;podstawowy;język polski;kobiety;2017;59,1
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2017;78,2
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2017;83,4
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2017;77,6
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2017;54,0
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2017;70,7
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2017;65,7
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2017;77,5
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2017;63,4
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2017;77,1
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2017;81,4
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2017;53,1
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2017;68,5
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2017;67,3
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2017;74,7
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2017;55,1
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2017;72,4
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2017;63,4
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2017;79,5
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2017;57,5
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2017;78,3
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2017;80,4
formuła 2015;pisemny;podstawowy;język polski;ogółem;2017;56,4
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2017;73,7
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2017;75,8
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2017;76,5
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2017;54,5
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2017;71,5
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2017;64,9
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2017;78,1
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2017;61,3
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2017;77,4
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2017;81,1
formuła 2015;pisemny;rozszerzony;język polski;kobiety;2017;50,4
formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;2017;100,0
formuła 2015;pisemny;rozszerzony;język litewski;kobiety;2017;84,3
formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;2017;81,4
formuła 2015;pisemny;rozszerzony;matematyka;kobiety;2017;41,6
formuła 2015;pisemny;rozszerzony;język angielski;kobiety;2017;59,5
formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;2017;56,0
formuła 2015;pisemny;rozszerzony;język francuski;kobiety;2017;60,8
formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;2017;57,1
formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;2017;55,5
formuła 2015;pisemny;rozszerzony;język włoski;kobiety;2017;68,3
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2017;25,0
formuła 2015;pisemny;rozszerzony;geografia;kobiety;2017;30,4
formuła 2015;pisemny;rozszerzony;biologia;kobiety;2017;36,5
formuła 2015;pisemny;rozszerzony;chemia;kobiety;2017;39,9
formuła 2015;pisemny;rozszerzony;historia;kobiety;2017;32,0
formuła 2015;pisemny;rozszerzony;fizyka;kobiety;2017;39,8
formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;2017;53,2
formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;2017;45,5
formuła 2015;pisemny;rozszerzony;filozofia;kobiety;2017;44,2
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2017;60,4
formuła 2015;pisemny;rozszerzony;informatyka;kobiety;2017;34,1
formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;2017;75,5
formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;2017;90,0
formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;2017;47,6
formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;2017;100,0
formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;2017;65,9
formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;2017;78,6
formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;2017;34,1
formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;2017;59,8
formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;2017;54,8
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2017;63,8
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2017;56,8
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2017;52,4
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2017;67,6
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2017;28,5
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2017;30,7
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2017;37,0
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2017;44,8
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2017;34,5
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2017;40,3
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2017;37,9
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2017;37,6
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2017;40,0
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2017;71,3
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2017;32,8
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2017;70,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2017;49,7
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2017;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2017;76,7
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2017;80,5
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2017;36,9
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2017;59,6
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2017;55,6
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2017;61,5
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2017;57,0
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2017;54,7
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2017;68,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2017;26,4
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2017;30,6
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2017;36,6
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2017;41,2
formuła 2015;pisemny;rozszerzony;historia;ogółem;2017;33,3
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2017;40,2
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2017;46,6
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2017;44,0
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2017;42,0
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2017;64,5
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2017;32,9
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2017;73,7
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2017;90,0
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2017;67,0
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2017;68,2
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2017;64,3
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2017;79,3
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2017;66,6
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2017;79,2
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2017;82,1
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2017;62,2
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2017;69,0
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2017;62,4
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2017;81,3
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2017;60,7
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2017;79,9
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2017;80,7
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2017;64,9
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2017;68,5
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2017;63,6
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2017;79,9
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2017;64,5
